Entity Name,Alternative Name,Tag,Reference,
Jamï¿½luddï¿½n-al-Thaibi,, ,Yule,
Jangama sect,,FALSE,Yule,
Janibeg,,Person,Yule,
Japan,,Location,Murray,Yule
Japanese paper-money,,FALSE,Yule,
Jaroslawl,,FALSE,Yule,
Jaspar,Gaspar,Person,Yule,
Jasper and chalcedony,,FALSE,Yule,
Jatolic,,FALSE,Yule,
Jauchau,,FALSE,Yule,
Java,,Location,Murray,Yule
Jawa,,FALSE,Yule,
Jayaï¿½Sinhavarman II,, ,Yule,
Jazirah,,FALSE,Yule,
Jaï¿½zgï¿½n,, ,Yule,
Jehangï¿½r,Jehan, ,Yule,
Jenkinson,,FALSE,Yule,
Jerusalem,,Location,Yule,
Jerï¿½n,Zarun, ,Yule,
Jesuit maps,,FALSE,Yule,
Jesujabus,,FALSE,Yule,
Jews,,Organization,Yule,
Jibal,,FALSE,Yule,
Jibal-ul-Thabï¿½l,, ,Yule,
Jiruft,,FALSE,Yule,
Jogis,Chughi,FALSE,Yule,
John XXII,,Person,Yule,
Johnson,,Person,Yule,
Johnston,,Person,Yule,
Johore,,Person,Yule,
Jomard,,,Murray,
Jon,Jihon,Location,Yule,
Jor-fattan,Baliapatan,FALSE,Yule,
Jordanus,,FALSE,Yule,
Josephus,,FALSE,Yule,
Jubb,,Location,Yule,
Judi,,Location,Yule,
Jugglers,,FALSE,Yule,
Juggling extraordinary,,FALSE,Yule,
Juji,,Person,Yule,
Juju,Cho-chau,FALSE,Yule,
Julman,,FALSE,Yule,
Junghuhn,,FALSE,Yule,
Junks. (See also Ships.),,FALSE,Yule,
Jupï¿½r,, ,Yule,
Justice,,FALSE,Yule,
Justinian,,Person,Yule,
Juzgï¿½na,Dogana, ,Yule,
Juzgï¿½na ,Dogana, ,Yule,
Jï¿½jnagar,, ,Yule,
Jï¿½misfulah,Gauenispola, ,Yule,
Kaan,,Person,Yule,
Kaans,,Person,Yule,
Kabul,,Location,Yule,
Kadapah,,FALSE,Yule,
Kafchi-kï¿½e,, ,Yule,
Kahn-i-Panchur,,FALSE,Yule,
Kaidu,,Person,Murray,
Kaidu Khan,Caidu Khan,Person,Yule,
Kaifung-fu,,Location,Yule,
Kaikhosru I. and III,,Organization,Yule,
Kaikhï¿½tu,Kiacatu, ,Yule,
Kaikus,,FALSE,Yule,
Kain-du,,Location,Murray,
Kaipingfu,Keibung,FALSE,Yule,
Kairat-ul-Arab,,FALSE,Yule,
Kais,,FALSE,Yule,
Kaisarï¿½ya,Caesaraea, ,Yule,
Kajjala,,Person,Yule,
Kakateya,,Location,Yule,
Kakhyens,,Location,Yule,
Kakula,,FALSE,Yule,
Kalajan,Calachan,FALSE,Yule,
Kalantan,,FALSE,Yule,
Kalaï¿½ Atishparastan,Cala Ataperistan, ,Yule,
Kalaï¿½ Safed,, ,Yule,
Kalchi,,FALSE,Yule,
Kales Devar,,Person,Yule,
Kalgan,,FALSE,Yule,
Kalhï¿½t (Kalhï¿½tï¿½,, ,Yule,
Kalidï¿½sa,, ,Yule,
Kalinga,,FALSE,Yule,
Kalinjar,,FALSE,Yule,
Kalï¿½mï¿½r,, ,Yule,
Kamasal,Conosalmi,FALSE,Yule,
Kambala,,Person,Yule,
Kambalu,Pe-king,Location,Murray,
Kamboja,Chinla,FALSE,Yule,
Kambï¿½yat ,Cambay, ,Yule,
Kampar,,Location,Yule,
Kamul,"Khamil , Hamil,Komal,Comal",Location,Murray,
Kamï¿½l Malik,, ,Yule,
Kamï¿½rah,, ,Yule,
Kanauj,,FALSE,Yule,
Kanbalu Island,,FALSE,Yule,
Kanchï¿½u ,Campichu, ,Yule,
Kandahï¿½r,, ,Yule,
Kandy,,FALSE,Yule,
Kanerkes,,Location,Yule,
Kang-hi,,FALSE,Yule,
Kangigu,,Location,Murray,
Kank,,FALSE,Yule,
Kanpï¿½u ,Ganpu, ,Yule,
Kansan,,FALSE,Yule,
Kansuh,,FALSE,Yule,
Kanï¿½t-ul-Shï¿½m,Conosalmi, ,Yule,
Kao Hoshang,,FALSE,Yule,
Kao-yu ,Cayu,FALSE,Yule,
Kaoï¿½Tsung,, ,Yule,
Kapilavastu,,FALSE,Yule,
Kapukada,,FALSE,Yule,
Karakorum,,Location,Murray,
Karakorum,Caracoron,FALSE,Yule,
Karakorum ,Caracoron,FALSE,Yule,
Karamoran,Hoang-ho,Location,Murray,
Karanï¿½t,, ,Yule,
Karaunahs,Caraonas,FALSE,Yule,
Karazan,,Location,Murray,
Karaï¿½n Jidun,, ,Yule,
Kardandan,,Location,Murray,
Karens,,FALSE,Yule,
Karmathian,,FALSE,Yule,
Karnï¿½l,, ,Yule,
Karra-Mï¿½nikpï¿½r,, ,Yule,
Karrah,,FALSE,Yule,
Kartazonon,,FALSE,Yule,
Karï¿½ Hulun,, ,Yule,
Karï¿½ Khoja,, ,Yule,
Karï¿½jï¿½ng ,Carajan, ,Yule,
Karï¿½khitaian Empire,, ,Yule,
Karï¿½mï¿½ren ,Caramoran, ,Yule,
Karï¿½ni,vulgo Cranny, ,Yule,
Kasaidi Arabs,,FALSE,Yule,
Kashan,,FALSE,Yule,
Kashmiris,,FALSE,Yule,
Kashmï¿½r ,Keshimur, ,Yule,
Kasia,,FALSE,Yule,
Kasyapa Buddha,,FALSE,Yule,
Kataghan,,FALSE,Yule,
Katar pirates,,FALSE,Yule,
Katif,,FALSE,Yule,
Kattiawï¿½r,, ,Yule,
Kaulam,,FALSE,Yule,
Kaulamï¿½Malï¿½,, ,Yule,
Kauli ,Cauly,FALSE,Yule,
Kaunchi,Conchi,FALSE,Yule,
Kavvï¿½yi,, ,Yule,
Kayten,,FALSE,Yule,
Kazan,,FALSE,Yule,
Kazbek,,FALSE,Yule,
Kazvï¿½n ,Casvin, ,Yule,
Kazï¿½winah,, ,Yule,
Kaï¿½kobad I. and III,, ,Yule,
Keary,,FALSE,Yule,
Kehran,,FALSE,Yule,
Keiaz tribe,,FALSE,Yule,
Keibung ,Kaipingfu,FALSE,Yule,
Kelinfu,Kienning-fu,Location,Yule,
Kemenfu,,FALSE,Yule,
Kenjanfu,Si-ngan fu,FALSE,Yule,
Keraits,,Location,Yule,
Kerala,,Location,Yule,
Keria,,FALSE,Yule,
Keriza,,Location,Yule,
Kermï¿½n,, ,Yule,
Kerulen valley,Kï¿½i-lien valley, Location,Yule,
Keshican,Keshikten,FALSE,Yule,
Kesimur,Cashmere,Location,Murray,
Kesmacoran,Kij Makrï¿½n, ,Yule,
Kesmacoran,Mekran,Location,Murray,
Keuyung Kwan,,Location,Yule,
Khakï¿½n,, ,Yule,
Khambavati,Cambay,FALSE,Yule,
Khanabad,Dogana?,FALSE,Yule,
Khanfu,,FALSE,Yule,
Khanikoff,,FALSE,Yule,
Khanoolla,Mount Royal,FALSE,Yule,
Khansï¿½,, ,Yule,
Kharesem,,FALSE,Yule,
Khato-tribe,,FALSE,Yule,
Khavailu,Hwo-lu hï¿½ien, ,Yule,
Khazars,,FALSE,Yule,
Khilak,,FALSE,Yule,
Khimka,,FALSE,Yule,
Khinsa,,FALSE,Yule,
Khitan,,FALSE,Yule,
Khmer,,FALSE,Yule,
Khodabanda,,Person,Yule,
Khojas,,FALSE,Yule,
Khorasan,,Location,Yule,
Khormuzda,,FALSE,Yule,
Khotan,Cotan,Location,Yule,
Khoten,,Location,Murray,
Khumbavati,Cambay,Location,Yule,
Khumdï¿½n,, ,Yule,
Khusrï¿½,, ,Yule,
Khutuktai Setzen,,Person,Yule,
Khwarizm,,FALSE,Yule,
Khï¿½n Bï¿½dshah of Khotan,, ,Yule,
Khï¿½nbalï¿½k,, ,Yule,
Khï¿½tï¿½n-gol,, ,Yule,
Kia Tsing,,Person,Yule,
Kia-kï¿½ing,, ,Yule,
Kiacatu,,FALSE,Yule,
Kiahing,Ciangan,FALSE,Yule,
Kiai ï¿½,"Hiai-chau,Caichu", ,Yule,
Kiakhta,,FALSE,Yule,
Kiang,,FALSE,Yule,
Kiang-mai,,FALSE,Yule,
Kiang-su,,FALSE,Yule,
Kiang-suy,Kiang-shui,Location,Yule,
Kiangka,,FALSE,Yule,
Kiangshan,,FALSE,Yule,
Kiangsi,,FALSE,Yule,
Kiangtheu,,FALSE,Yule,
Kiangï¿½Chï¿½,, ,Yule,
Kiangï¿½Hung,, ,Yule,
Kiangï¿½Tung,, ,Yule,
Kiao-chi,Tungking,FALSE,Yule,
Kiaproth,,,Murray,
Kichau Castle,,Location,Yule,
Kiehï¿½Chï¿½a,, ,Yule,
Kien-chau,,FALSE,Yule,
Kien-kwï¿½,, ,Yule,
Kien-lung,,Person,Yule,
Kien-ning fu,Kelinfu,FALSE,Yule,
Kiepert,,FALSE,Yule,
Kiev,,Location,Murray,
Kijï¿½Makrï¿½n,Kesmacoran, ,Yule,
Kilaï¿½-i-Gabr,, ,Yule,
Kilimanchi River,,Location,Yule,
Kiming shan Mountains,,Location,Yule,
Kin,,Location,Yule,
Kin-hwa fu,,FALSE,Yule,
Kin-sai,"Quin-sai,Hang-tcheou-fou",Location,Murray,
Kin-sha Kiang,,Location,Yule,
Kincha,,FALSE,Yule,
King of the Abraiaman,,Person,Yule,
King-tï¿½-chï¿½n,, ,Yule,
Kings of Maabar,,Person,Yule,
Kingsmill,,FALSE,Yule,
Kinki,,FALSE,Yule,
Kinsay,King-szï¿½,Location,Yule,
Kinshan,,Location,Yule,
Kinto,,FALSE,Yule,
Kinï¿½Chi,, ,Yule,
Kipchak,Ponent,Location,Yule,
Kirghiz,,FALSE,Yule,
Kirghiz Kazak,,FALSE,Yule,
Kirghiz-tribe,,Organization,Murray,
Kiria,,FALSE,Yule,
Kirk,,Person,Yule,
Kis,,FALSE,Yule,
Kishik,,FALSE,Yule,
Kishm,Casem,FALSE,Yule,
Kistna River,,Location,Yule,
Kitubuka,,FALSE,Yule,
Kiu-chau,,FALSE,Yule,
Kiulan,Quilon,FALSE,Yule,
Kizil Irmak,,FALSE,Yule,
Kizil River,,FALSE,Yule,
Kneeling oxen,,FALSE,Yule,
Ko-li-ki-sze,,FALSE,Yule,
Kobad,,FALSE,Yule,
Kobdo,,FALSE,Yule,
Kogatai,,Person,Murray,
Kohï¿½Banï¿½n,Cobinan, ,Yule,
Koi-gan-zu,Hoai-ngan-fou,Location,Murray,
Koja ,Coja,Person,Yule,
Kokcha River,,Location,Yule,
Kolastri,,FALSE,Yule,
Kolkhoi of Ptolemy,,FALSE,Yule,
Kollam,,FALSE,Yule,
Koloman,,FALSE,Yule,
Kolyma,,FALSE,Yule,
Komï¿½r,, ,Yule,
Kondachi,,FALSE,Yule,
Konkan,,Person,Yule,
Konï¿½r tree,, ,Yule,
Koresh king,,Person,Yule,
Kosakio,,Person,Yule,
Kosseir,,FALSE,Yule,
Kotcheres,,Organization,Yule,
Kotlogh,,Person,Yule,
Kotlogh Shah,,Person,Yule,
Kotou,,,Murray,
Kotrobah Island,,Location,Yule,
Kouyunjik,,Location,Yule,
Kozlov,,Person,Yule,
Ku-kwan,,FALSE,Yule,
Kuang-chou,,FALSE,Yule,
Kublai Khan,"Kublai,khan",Person,Murray,
Kuchï¿½ character,, ,Yule,
Kuhistan,,Location,Yule,
Kukin-Tï¿½na,, ,Yule,
Kukju,Genkju,Person,Yule,
Kukuï¿½Khotan,Blue Town, ,Yule,
Kulasaikera,,FALSE,Yule,
Kulï¿½b,, ,Yule,
Kulï¿½n,, ,Yule,
Kumhari,,FALSE,Yule,
Kumiz,,FALSE,Yule,
Kummï¿½jar,, ,Yule,
Kumï¿½r,, ,Yule,
Kunduz,,FALSE,Yule,
Kunduzï¿½Baghlï¿½n,, ,Yule,
Kung-ki-cheng,Fei-chï¿½eng, ,Yule,
Kungurï¿½ts,, ,Yule,
Kuniyah,Conia,FALSE,Yule,
Kunlun,Pulo Condore,FALSE,Yule,
Kurd dynasty,,Organization,Yule,
Kurdistan,Curdistan,Location,Yule,
Kurds,,Person,Murray,Yule
Kuria Maria Islands,,Location,Yule,
Kuridai,,Person,Yule,
Kurmishi,,FALSE,Yule,
Kurshids of Lï¿½ristï¿½n,, ,Yule,
Kus,,FALSE,Yule,
Kushluk,,FALSE,Yule,
Kutan,,Person,Yule,
Kutchluk Khan,,Person,Yule,
Kutuktemur,,Person,Yule,
Kutulun,,Person,Yule,
Kuwinji,,FALSE,Yule,
Kuyuk Khan,,Person,Murray,Yule
Kwa-chau,Caiju,FALSE,Yule,
Kwan Hsien,,FALSE,Yule,
Kwansinfu,,FALSE,Yule,
Kwawa,,FALSE,Yule,
Kwei-chau,Cuiju,FALSE,Yule,
Kwei-hwa-chï¿½eng,, ,Yule,
Kweilei River,,Location,Yule,
Kyung-sang province,,Location,Yule,
Kï¿½benï¿½n,Cobinan, ,Yule,
Kï¿½blï¿½i,Cublay, ,Yule,
Kï¿½firs of Hindu Kush,, ,Yule,
Kï¿½ien-chï¿½ang,, ,Yule,
Kï¿½il,, ,Yule,
Kï¿½ing-yï¿½an,Ning-po, ,Yule,
Kï¿½kachin,, ,Yule,
Kï¿½likï¿½t,, ,Yule,
Kï¿½nbï¿½rn Monastery,, ,Yule,
Kï¿½reh-i-Ardeshï¿½r,Kuwï¿½shï¿½r, ,Yule,
Kï¿½shgar,Cascar, ,Yule,
Kï¿½veri River,, ,Yule,
Kï¿½veripattanam,, ,Yule,
Kï¿½yal,, ,Yule,
Kï¿½ï¿½n,Ghï¿½ï¿½n, ,Yule,
Lac,Wallachia,FALSE,Yule,
Ladies of Kinsay,,FALSE,Yule,
Ladiesï¿½ dresses in Badakhshan,, ,Yule,
Lagong,,FALSE,Yule,
Lahore,Dalivar,FALSE,Yule,
Lahsa,,FALSE,Yule,
Laias,Aias,Location,Murray,
Lake,,Location,Yule,
Laknaoti,,FALSE,Yule,
Lakshamana Deva,,Person,Yule,
Lamas of Tibetan Buddhism,,FALSE,Yule,
Lambri,,Location,Yule,
Lan Ki Hien,Nanï¿½Che-hien, ,Yule,
Lan-tsang kiang  River,Mekong River,Location,Yule,
Lances of Sago Palm,,FALSE,Yule,
Lanchang,,FALSE,Yule,
Land of Darkness,,Location,Yule,
Langdarma,,FALSE,Yule,
Langting Balghasun,,FALSE,Yule,
Languages used in Mongol Court and administration,,Location,Yule,
Lanja Bï¿½lï¿½s,, ,Yule,
Lanka,Ceylon,Location,Yule,
Lanner Falcons,,FALSE,Yule,
Lanï¿½Ho,, ,Yule,
Laos,,Organization,Yule,
Laoï¿½Kiun,, ,Yule,
Lar,,Location,Murray,Yule
Latin version of Poloï¿½s Book,, ,Yule,
Latins,,FALSE,Yule,
Latsï¿½,, ,Yule,
Lauredano,,FALSE,Yule,
Lawek,,FALSE,Yule,
Laxities of marriage customs,,FALSE,Yule,
Layard,,Person,Yule,
Layas,,Location,Yule,
Le Strange,,Location,Yule,
Leather,,FALSE,Yule,
Leaves,,FALSE,Yule,
Lecomte on Chinese war vessels,,FALSE,Yule,
Lembeser,,FALSE,Yule,
Lenzin,,FALSE,Yule,
Leon I,,Person,Yule,
Leon II,,Person,Yule,
Leon III,,Person,Yule,
Leon VI,,Person,Yule,
Leopards,,FALSE,Yule,
Lepechin,,Person,Yule,
Leung Shan,,Person,Yule,
Levant,,Location,Yule,
Lew-sha,,Location,Yule,
Lewchew,,FALSE,Yule,
Lewis,,Person,Yule,
Lewis XI. and XII. ,,Person,Yule,
Leyes,,FALSE,Yule,
Lhï¿½sa,, ,Yule,
Li Hï¿½ien,, ,Yule,
Li Yuan-hao,,Organization,Yule,
Li-kiang fu,,FALSE,Yule,
Liampo,Ningpo,FALSE,Yule,
Liang,,FALSE,Yule,
Liang-chau in Kansuh,,FALSE,Yule,
Liao dynasty,,FALSE,Yule,
Liao-tong,,FALSE,Yule,
Libanos,,FALSE,Yule,
Licinius,,Person,Yule,
Lidï¿½,Liti, ,Yule,
Lieuli Ho,,FALSE,Yule,
Lign-aloes,,FALSE,Yule,
Ligor,,FALSE,Yule,
Lin-gui,,Location,Murray,
Lin-ngan,Hang-chau,FALSE,Yule,
Lin-ngan in Yun-nan,,FALSE,Yule,
Lin-tï¿½sing chau,, ,Yule,
Lindley,,FALSE,Yule,
Lindsay,,FALSE,Yule,
Linju,,FALSE,Yule,
Lintching-y,,FALSE,Yule,
Lion and Sun,,FALSE,Yule,
Lions,,,Murray,Yule
Lionï¿½s Head Tablets,, ,Yule,
Lisbon,,FALSE,Yule,
Lissu,,FALSE,Yule,
Litai,,FALSE,Yule,
Litan ,,Person,Murray,
Lithang,,FALSE,Yule,
Little Orphan Rock,,FALSE,Yule,
Litï¿½n,, ,Yule,
Liu Pang,,Person,Yule,
Liu Pei,Luo Pï¿½, ,Yule,
Livres of gold,,FALSE,Yule,
Lo,,Location,Yule,
Lob,,FALSE,Yule,
Locac,,Location,Yule,
Lochac,Camaboia,Location,Murray,
Lockhart,,FALSE,Yule,
Lolo tribes,,Location,Yule,
Longevity of Brahmins and Jogis,,FALSE,Yule,
Longfellow,,FALSE,Yule,
Lop,,Location,Murray,Yule
Lophaburi,,FALSE,Yule,
Loping,,FALSE,Yule,
Lor,,Location,Yule,
Lord,,Organization,Yule,
Louis,,Person,Murray,
Loups cerviers,lynx,FALSE,Yule,
Low castes,,FALSE,Yule,
Lowatong River,,FALSE,Yule,
Loyang,,Location,Yule,
Lu-tzu tribe,,FALSE,Yule,
Lubbies,,FALSE,Yule,
Lubï¿½n,, ,Yule,
Lubï¿½n-Jï¿½wi,, ,Yule,
Lubï¿½n-Shehri,, ,Yule,
Lucky and unlucky hours and days,,FALSE,Yule,
Luddur Deo,,FALSE,Yule,
Luh-ho-ta Pagoda,,FALSE,Yule,
Lukonï¿½Kiao,Hun-ho, ,Yule,
Lukyn Port,,FALSE,Yule,
Lung-yin,,FALSE,Yule,
Lusignan,,FALSE,Yule,
Lynxes,,FALSE,Yule,
Lï¿½jwurd mines,, ,Yule,
Lï¿½ristan,Lor, ,Yule,
Lï¿½ss,, ,Yule,
Lï¿½t,, ,Yule,
Ma Twan-lin,,FALSE,Yule,
Ma-tï¿½eu,Matu, ,Yule,
Maabar,,Location,Murray,
Maaden,,Location,Yule,
Maatum,,FALSE,Yule,
Macartneyï¿½s Map,, ,Yule,
Macgregor,,Person,Yule,
Maclagan,,FALSE,Yule,
Madagascar,Madeigascar,Location,Murray,
Madagascar,,Location,Yule,
Madarï¿½Des,, ,Yule,
Madjgars,,Location,Yule,
Madras,,Location,Yule,
Madura,,Location,Yule,
Maestro,,,Yule,
Magadha,,FALSE,Yule,
Magadoxo,,Location,Yule,
Magapatana,,Location,Yule,
Magi,,FALSE,Yule,
Magic,,FALSE,Yule,
Magical darkness,,FALSE,Yule,
Magnet,,FALSE,Yule,
Magyars,,FALSE,Yule,
Mahar Amlï¿½k,, ,Yule,
Mahavan,,FALSE,Yule,
Mahmudiah Canal,,Person,Yule,
Mahmï¿½d Kalhï¿½ti,, ,Yule,
Mahmï¿½d of Ghazni,, ,Yule,
Mahomed,Mahommet,Person,Yule,
Mahomed,,Person,Yule,
Mahomedan revolts in China,,Organization,Yule,
Mahomedans ,Saracens,Organization,Yule,
Mailapï¿½r,Shrine of St. Thomas, ,Yule,
Mailla's translation of the Chinese History,,,Murray,
Maiman,,FALSE,Yule,
Maitreya Buddha,,FALSE,Yule,
Majapahit,,Location,Yule,
Majar,Menjar,FALSE,Yule,
Major,,FALSE,Yule,
Makdashan,,Location,Yule,
Malabar,,Location,Yule,
Malacca,,,Murray,Yule
Malaiur,,Location,Yule,
Malasgird,,FALSE,Yule,
Malay Peninsula,,Location,Yule,
Malayo,,FALSE,Yule,
Malcolm,,Person,Yule,
Maldive Islands,,Location,Yule,
Male and Female,,Location,Murray,
Male and Female Islands,,Location,Yule,
Malifattan,,FALSE,Yule,
Malik al Dhï¿½hir,, ,Yule,
Malli,,FALSE,Yule,
Malpiero,,FALSE,Yule,
Malteï¿½Brun,, ,Yule,
Malwa,,FALSE,Yule,
Malï¿½ in Burma,, ,Yule,
Malï¿½Amir,, ,Yule,
Mamaseni,,FALSE,Yule,
Mamre,,FALSE,Yule,
Man,,Person,Yule,
Manchu dynasty,,Organization,Yule,
Mancopa,,FALSE,Yule,
Mandalï¿½ in Burma,, ,Yule,
Mandarin language,,FALSE,Yule,
Mangalai,,Person,Yule,
Mangalore,,Location,Yule,
Mangalu,,Person,Murray,
Mangla and Nebila Islands,,Location,Yule,
Mangonels made by Polos for attack of Saianfu,,FALSE,Yule,
Mangou,,Person,Murray,
Mangu,Mangkï¿½, ,Yule,
Manjanikis,Mangonellas,FALSE,Yule,
Manji,,Location,Murray,Yule
Manjushri,,Person,Yule,
Manjï¿½nï¿½k ,Manjaniki, ,Yule,
Manphul,,Person,Yule,
Mansur Shah,,Person,Yule,
Mantzï¿½,, ,Yule,
Manuel,,FALSE,Yule,
Manufactures,,FALSE,Yule,
Manuscripts of Poloï¿½s Book,, ,Yule,
Manzi,,Person,Yule,
Map,,FALSE,Yule,
Mapillas,,FALSE,Yule,
Maps,,FALSE,Yule,
Mar Sarghis,,FALSE,Yule,
Marabia,,FALSE,Yule,
Marah Silu,,FALSE,Yule,
Marash,,FALSE,Yule,
Maratha,,FALSE,Yule,
Mardin,Merdin,FALSE,Yule,
Mareï¿½s milk,, ,Yule,
Margaritone,,FALSE,Yule,
Marignolli,,FALSE,Yule,
Market days,,FALSE,Yule,
Markets in Kinsay,,FALSE,Yule,
Marks of Silver,,FALSE,Yule,
Marriage customs in Khotan,,FALSE,Yule,
Marsden,,Person,Murray,
Marsdenï¿½s edition of Polo,, ,Yule,
Martin,,Person,Yule,
Martini,,Person,Murray,Yule
Martyrs,,FALSE,Yule,
Mashhad,Meshed,Location,Yule,
Mashiz,,FALSE,Yule,
Maskat,,FALSE,Yule,
Mastiff Dogs,,FALSE,Yule,
Mastiffs of Tibet,,FALSE,Yule,
Mastodon,,FALSE,Yule,
Masulipatam,,Location,Murray,Yule
Masï¿½ud II,, ,Yule,
Masï¿½udi,, ,Yule,
Matchlocks,,FALSE,Yule,
Mati Dhivaja,,FALSE,Yule,
Matityna (Martinique),,FALSE,Yule,
Matitï¿½nana,, ,Yule,
Maundevile,,Person,Yule,
Maung Maorong,,Person,Yule,
Mauro,,Person,Yule,
Mausul (Mosul),,Location,Yule,
Mayers,,FALSE,Yule,
Mayhew,,FALSE,Yule,
Mazandï¿½ran,, ,Yule,
Maï¿½bar (Maabar),, ,Yule,
Medressehs at Sivas,,FALSE,Yule,
Mekhitar,,FALSE,Yule,
Mekong River (Lan-tsang kiang),,Location,Yule,
Mekrï¿½n,, ,Yule,
Mekrï¿½nis,, ,Yule,
Melchior,,Person,Yule,
Melibar,,Location,Yule,
Melibar (Malabar),,Location,Murray,
Melic,,FALSE,Yule,
Melons,,FALSE,Yule,
Menangkabau,,FALSE,Yule,
Mendoza,,FALSE,Yule,
Menezes,,FALSE,Yule,
Mengki,,Person,Yule,
Menjar (Mï¿½jar?),, ,Yule,
Menuvair and Grosvair,,FALSE,Yule,
Merghuz Boirï¿½k Khan,, ,Yule,
Merkit (Mecrit,,Location,Yule,
Meshid (more correctly Mashhad),,FALSE,Yule,
Messengers,,FALSE,Yule,
Mexico,,Location,Yule,
Meyer,,Person,Yule,
Miafarakain,,FALSE,Yule,
Miau-tzu,,FALSE,Yule,
Mien,,Location,Murray,Yule
Mikado,,FALSE,Yule,
Military engines of the Middle Ages,,Person,Yule,
Milk,,FALSE,Yule,
Million,,FALSE,Yule,
Millione,,Person,Yule,
Millioni,,FALSE,Yule,
Milne,,FALSE,Yule,
Min River (in Fokien,,Location,Yule,
Min River (in Fokien),,Location,Yule,
Minao district,,Location,Yule,
Mines and Minerals,,Location,Yule,
Minever,,FALSE,Yule,
Ming,,Organization,Yule,
Ming-ti,,Person,Yule,
Mingan,,Person,Yule,
Minjï¿½n,, ,Yule,
Minotto,,Person,Yule,
Mint,,FALSE,Yule,
Mintsing-hien,,FALSE,Yule,
Mious River,,Location,Yule,
Miracle Stories,,FALSE,Yule,
Mirkhond,,FALSE,Yule,
Mirobolans,,FALSE,Yule,
Missionary Friars,,FALSE,Yule,
Moa of New Zealand,,Location,Yule,
Modhafferians,,FALSE,Yule,
Modun Khotan (ï¿½Wood-villeï¿½),, ,Yule,
Moghistan,,FALSE,Yule,
Mohammed,,Person,Yule,
Mohammerah,,FALSE,Yule,
Mohiuddin,,FALSE,Yule,
Mokli,,FALSE,Yule,
Molayu,,FALSE,Yule,
Molebar,,Location,Yule,
Molephatan,,FALSE,Yule,
Moliï¿½re,, ,Yule,
Moluccas,,FALSE,Yule,
Mombasa,,FALSE,Yule,
Momein,,FALSE,Yule,
Monasteries of Idolaters (Buddhists),,FALSE,Yule,
Money,,FALSE,Yule,
Money of the great khan,,,Murray,
Mongol Emperors,,Person,Murray,
Mongol conquests,,FALSE,Yule,
Mongols,,Organization,Murray,
Mongon Khan,,FALSE,Yule,
Mongotay (Mangkutai,,Person,Yule,
Monkeys,,FALSE,Yule,
Monks,,FALSE,Yule,
Monnier,,Person,Yule,
Monoceros and Maiden,,FALSE,Yule,
Monophysitism,,FALSE,Yule,
Monsoons,,FALSE,Yule,
Monte dï¿½Ely,, ,Yule,
Montecorvino,,Person,Yule,
Montgomerie,,Person,Yule,
Monument at Si-ngan fu,,FALSE,Yule,
Moon,,Location,Yule,
Moore,,FALSE,Yule,
Moplas,,FALSE,Yule,
Morgan,,Person,Yule,
Mortagne,,FALSE,Yule,
Moscow,,Location,Yule,
Mosolin,,FALSE,Yule,
Mossos,,Location,Yule,
Mostaï¿½sim Billah,, ,Yule,
Mosul,,Location,Murray,
Mosul (Mausul),,Location,Yule,
Motapallï¿½,, ,Yule,
Motawakkil,,Person,Yule,
Moule,,Person,Yule,
Mount,,FALSE,Yule,
Mountain,,FALSE,Yule,
Mourning customs,,FALSE,Yule,
Mozambique Channel,,FALSE,Yule,
Muang,,Location,Yule,
Mulberry Trees,,FALSE,Yule,
Multan,,FALSE,Yule,
Mulï¿½Java,, ,Yule,
Mulï¿½hidah (Mulehet),, ,Yule,
Mung (Nicaea),,FALSE,Yule,
Mungasht,,FALSE,Yule,
Mungul,,Location,Yule,
Murad Beg,,FALSE,Yule,
Murghab River,,Location,Yule,
Murray,,Person,Yule,
Murus Ussu (Brius,,FALSE,Yule,
Mus,,FALSE,Yule,
MusaÕd,, ,Yule,
Musk,,,Murray,Yule
Muslin,,FALSE,Yule,
Mutfili (Motapallï¿½ for Telingana),, ,Yule,
Muza,,FALSE,Yule,
