Entity Name,Alternative Name,Tag,Reference,
Sin-din-fu,Tching-tou-fou,Location,Murray,
Sin-gui,,Location,Murray,
Sin-gui (Sou-teheou-fou),,Location,Murray,
Sin-gui(Tsi-ning-tcheou) city of,,,Murray,
Sinbad,,Person,Yule,
Sind (Sindhuï¿½Sauvira),, ,Yule,
Sindachu (Siuen-hwa fu),,FALSE,Yule,
Sindafu (Chengtu-fu),,FALSE,Yule,
Sindhuï¿½Sauvira (Sindh-Sï¿½gor),, ,Yule,
Sindï¿½bï¿½r (Goa),, ,Yule,
Singapore,,FALSE,Yule,
Singkel,,FALSE,Yule,
Singphos,,FALSE,Yule,
Sings,,FALSE,Yule,
Singtur,,Person,Yule,
Singuyli (Cranganor),,FALSE,Yule,
Sinhopala (Accambale,,Person,Yule,
Sinju (Si-ning fu,,FALSE,Yule,
Sinju (Si-ning fu),,FALSE,Yule,
Sinju-matu,,FALSE,Yule,
Sinope,,FALSE,Yule,
Sinugul,Soui-tcheou,Location,Murray,
Sir-i-Chashma,,FALSE,Yule,
Sirikol,,Location,Yule,
Sirocco,,,Murray,
Sis,,FALSE,Yule,
Sismondi,,,Murray,
Sitting in air,,FALSE,Yule,
Siu chau,,FALSE,Yule,
Siuen-hwa-fu,,FALSE,Yule,
Siva,,FALSE,Yule,
Sivas,,FALSE,Yule,
Siwastï¿½n,, ,Yule,
Siwi,,FALSE,Yule,
Sixtus V,,Person,Yule,
Siyurgutmish,,FALSE,Yule,
Sladen,,FALSE,Yule,
Slaves in Bengal,,FALSE,Yule,
Sledges,,FALSE,Yule,
Sleeping-mats,,FALSE,Yule,
Sluices of Grand Canal,,FALSE,Yule,
Smith,,Person,Yule,
Smith (R.E.,,Person,Yule,
Sneezing,,FALSE,Yule,
Socotra (Scotra,,Location,Yule,
Soer (Suhar),,FALSE,Yule,
Sofala,,FALSE,Yule,
Sogoman Borcan,,Person,Yule,
Sol,,FALSE,Yule,
Soldaia,,FALSE,Yule,
Soldan,,FALSE,Yule,
Soldurii,,FALSE,Yule,
Soli,,Location,Yule,
Solomon,,FALSE,Yule,
Soltania,,FALSE,Yule,
Somnath (Semenat,,Location,Yule,
Sonagar-pattanam,,FALSE,Yule,
Soncara (Shawankï¿½ra),, ,Yule,
Sondur and Condur (Pulo Condore,,,Murray,
Sondur and Condur (Pulo Condore Group),,FALSE,Yule,
Sorcerers,,FALSE,Yule,
Sornau (Shahr-i-Nau,,FALSE,Yule,
Sotiates,,Location,Yule,
Soucat,,FALSE,Yule,
Southey,,Person,Yule,
Spaan,,FALSE,Yule,
Spice,,FALSE,Yule,
Spice wood,,FALSE,Yule,
Spices in China,,FALSE,Yule,
Spikenard,,FALSE,Yule,
Spinello Aretini,,FALSE,Yule,
Spirit drawings and spiritual flowers,,FALSE,Yule,
Spirits haunting deserts,,FALSE,Yule,
Spiritualism in China,,FALSE,Yule,
Spittoons,,FALSE,Yule,
Spodium (Spodos),,FALSE,Yule,
Sport and game,,FALSE,Yule,
Sposk,,FALSE,Yule,
Springolds,,FALSE,Yule,
Springs,,FALSE,Yule,
Sprinkling of drink,,FALSE,Yule,
Squares at Kinsay,,FALSE,Yule,
Sriï¿½Thammarat,, ,Yule,
Sriï¿½Vaikuntham,, ,Yule,
Sse River,,FALSE,Yule,
St. Anno of Cologne,,FALSE,Yule,
St. Barlaam and St. Josafat,,FALSE,Yule,
St. Barsauma (Barsamo,,FALSE,Yule,
St. Blasius (Blaise,,Location,Yule,
St. Brandon,,FALSE,Yule,
St. Buddha,,FALSE,Yule,
St. Epiphanius,,FALSE,Yule,
St. George,,Location,Yule,
St. Helena,,FALSE,Yule,
St. Jamesï¿½ Shrine,, ,Yule,
St. John the Baptist,,Location,Yule,
St. Leonard,,Location,Yule,
St. Lewis,,Person,Yule,
St. Martin,,FALSE,Yule,
St. Maryï¿½s Island,, ,Yule,
St. Matthew,,FALSE,Yule,
St. Matthewï¿½s Gospel,, ,Yule,
St. Nina,,FALSE,Yule,
St. Sabbaï¿½s at Acre,, ,Yule,
St. Thomas,,Person,Yule,
St. Thomasï¿½s Isle,, ,Yule,
Stack,,FALSE,Yule,
Star Chart,,FALSE,Yule,
Star of Bethlehem,,FALSE,Yule,
Steamers on Yangtse-kiang,,FALSE,Yule,
Steel mines at Kermï¿½n,, ,Yule,
Stefani,,FALSE,Yule,
Stein,,Person,Yule,
Stiens of Cambodia,,FALSE,Yule,
Stirrups,,FALSE,Yule,
Stitched vessels,,FALSE,Yule,
Stockade erected by Poloï¿½s party in Sumatra,, ,Yule,
Stone,,FALSE,Yule,
Stones giving invulnerability,,FALSE,Yule,
Su-chau (Suju,,FALSE,Yule,
Su-tï¿½sh,, ,Yule,
Submersion of part of Ceylon,,FALSE,Yule,
Subterraneous irrigation,,FALSE,Yule,
Suburbs of Cambaluc,,FALSE,Yule,
Subutai,,Person,Yule,
Succiur,Sou-tcheou,Location,Murray,
Suchnan River,,FALSE,Yule,
Sudarium,,FALSE,Yule,
Sugar,,FALSE,Yule,
Suh-chau (Sukchur),,FALSE,Yule,
Suicides before an idol,,FALSE,Yule,
Sukchur,,Location,Yule,
Sukkothai,,FALSE,Yule,
Sukum Kalaï¿½,, ,Yule,
Suleiman,,Location,Yule,
Sulphur and quicksilver,,FALSE,Yule,
Sultan Shah,,Person,Yule,
Sultaniah,,FALSE,Yule,
Sumatra,,Location,Murray,Yule
Sumatra (Java the Less,,Location,Yule,
Sumbawa,,FALSE,Yule,
Summers,,Person,Yule,
Sumutala,,FALSE,Yule,
Sun and moon,,FALSE,Yule,
Sundar Fï¿½lï¿½t (Pulo Condore Group),, ,Yule,
Sundara Pandi Devar,,Person,Yule,
Sung,,Organization,Yule,
Sunnis and Shias,,FALSE,Yule,
Suolstan (Shulistan,,Location,Yule,
Superstitions in Tangut,,FALSE,Yule,
Survival,,FALSE,Yule,
Surï¿½Raja,, ,Yule,
Sushun,,Person,Yule,
Suttee,,,Murray,
Suttees in S. India,,FALSE,Yule,
Suï¿½kin,, ,Yule,
Swans,,FALSE,Yule,
Swat,,Location,Yule,
Swi-fu,,FALSE,Yule,
Sword blades of India,,FALSE,Yule,
Syghinan,,FALSE,Yule,
Sykes,,FALSE,Yule,
Sylen (Ceylon),,FALSE,Yule,
Symbolical messages,,FALSE,Yule,
Syrian Christians,,FALSE,Yule,
Sze-chï¿½wan (Chï¿½eng-tu,, ,Yule,
Szechï¿½nyi,, ,Yule,
Sï¿½ddhodhana,, ,Yule,
Sï¿½lih,, ,Yule,
Sï¿½nkalï¿½n,, ,Yule,
Sï¿½rdï¿½ Pass,, ,Yule,
Sï¿½rjï¿½n or Shirjï¿½n,, ,Yule,
Sï¿½rï¿½f (Kish,, ,Yule,
Sï¿½stï¿½n,, ,Yule,
Sï¿½vah (Saba),, ,Yule,
Ta Tsing River,,Location,Yule,
Ta-pa-Shan range,,FALSE,Yule,
Ta-tï¿½sien-lu,, ,Yule,
Tabashir,,FALSE,Yule,
Tabbas,,FALSE,Yule,
Table of the Great Khan,,FALSE,Yule,
Tables,,FALSE,Yule,
Tablet,,FALSE,Yule,
Tablets of Authority,,FALSE,Yule,
Tabriz (Tauris),,FALSE,Yule,
Tachindo,,FALSE,Yule,
Tacitus,,FALSE,Yule,
Tactics,,FALSE,Yule,
Tacuin,,FALSE,Yule,
Tadinfu,,FALSE,Yule,
Taeping,,FALSE,Yule,
Taeping Insurrection and Devastations,,FALSE,Yule,
Taffetas,,FALSE,Yule,
Taft,,FALSE,Yule,
Tafurs,,FALSE,Yule,
Tagachar,,FALSE,Yule,
Tagaung,,FALSE,Yule,
Tagharma Pass,,FALSE,Yule,
Taghdï¿½ngbï¿½sh River,, ,Yule,
Tai-in-fu (Tai-yuen-fou),,Location,Murray,
Tai-kan(Khoolloom),,Location,Murray,
Tai-tsu,,FALSE,Yule,
Taianfu (Tï¿½ai-yuan-fu,, ,Yule,
Taiani,,FALSE,Yule,
Taican,,FALSE,Yule,
Taichau (Tigu),,FALSE,Yule,
Taidu,,Location,Yule,
Taikung,,FALSE,Yule,
Tailed men,,Person,Yule,
Tailors,,FALSE,Yule,
Taimï¿½ni tribe,, ,Yule,
Taiting-fu (Tadinfu,,FALSE,Yule,
Taitong-fu,,FALSE,Yule,
Tajiks of Badakhshan,,FALSE,Yule,
Takfï¿½r,, ,Yule,
Takhtapul,,FALSE,Yule,
Taklaï¿½Makan,, ,Yule,
Talains,,FALSE,Yule,
Talas River,,Location,Yule,
Tali,,Location,Yule,
Talifu (Carajan),,FALSE,Yule,
Talikan,,FALSE,Yule,
Tallies,,FALSE,Yule,
Tam-pin-gui,,Location,Murray,
Tamarind,,FALSE,Yule,
Tamerlan,,FALSE,Yule,
Tana (Azov,,Location,Yule,
Tana (Azov),,Location,Yule,
Tana (Bombay),,Location,Murray,
Tanaï¿½Maiambu,, ,Yule,
Tanaï¿½Malayu,, ,Yule,
Tanduc,,FALSE,Yule,
Tangnu Oola,,FALSE,Yule,
Tangut,,Location,Murray,
Tangut province,,FALSE,Yule,
Tangutan,,FALSE,Yule,
Tanjore,,FALSE,Yule,
Tanpiju (Shaohing?),,FALSE,Yule,
Tantras,,FALSE,Yule,
Tao-lin,,Person,Yule,
Tao-sze (Taossï¿½,, ,Yule,
Taprobana,,FALSE,Yule,
Tarakai,,FALSE,Yule,
Tarantula,,FALSE,Yule,
Tarem,,FALSE,Yule,
Tares of the parable,,FALSE,Yule,
Tarmabala,,Person,Yule,
Tarok Man and Tarok Myo,,FALSE,Yule,
Tartar language,,FALSE,Yule,
Tartars,,Organization,Yule,
Tartars driven out of China,,,Murray,
Tartary cloths,,FALSE,Yule,
Tarungares,,FALSE,Yule,
Tarï¿½kh-i-Rashï¿½dï¿½,, ,Yule,
Tatarï¿½ya coins,, ,Yule,
Tathung,,FALSE,Yule,
Tattooing,,FALSE,Yule,
Tatu (Taichu,,Location,Yule,
Tatu (Taichu),,Location,Yule,
Tatyang Khan (Great King,,Person,Yule,
Tauris,,FALSE,Yule,
Taurizi,,FALSE,Yule,
Tawï¿½lisi,, ,Yule,
Taxes,,FALSE,Yule,
Tchakiri Mondou (Modun,,FALSE,Yule,
Tchakiri Mondou (Modun),,FALSE,Yule,
Tea,,,Murray,
Tea trees in E. Tibet,,FALSE,Yule,
Tea-houses at Kingszï¿½,, ,Yule,
Tebet,,FALSE,Yule,
Tedaldo,,FALSE,Yule,
Teeth,,FALSE,Yule,
Teflis,,Location,Murray,
Tegana,,FALSE,Yule,
Teghele,,FALSE,Yule,
Teimur,,Person,Yule,
Tekla,,FALSE,Yule,
Tekrit,,FALSE,Yule,
Telingana,,FALSE,Yule,
Telo Samawe,,FALSE,Yule,
Tembul (Betel,,FALSE,Yule,
Temkan,,Person,Yule,
Temple,,FALSE,Yule,
Templeï¿½s account of the Condor,, ,Yule,
Temugin,,Person,Murray,
Temujin,,FALSE,Yule,
Temur,,Person,Murray,
Tenduc,,Location,Murray,Yule
Tengri,,FALSE,Yule,
Tennasserim,,FALSE,Yule,
Tents,,FALSE,Yule,
Tents of  the great khan,,,Murray,
Terebinth,,FALSE,Yule,
Terra Australis,,FALSE,Yule,
Terra Mountains,,FALSE,Yule,
Teï¿½Tsung,, ,Yule,
Thai,,FALSE,Yule,
Thai-yuanfu (Taianfu,,FALSE,Yule,
Thai-yuanfu (Taianfu),,FALSE,Yule,
Thaigin,,FALSE,Yule,
Theft,,FALSE,Yule,
Theistic worship,,FALSE,Yule,
Thelasar,,FALSE,Yule,
Theobald,,FALSE,Yule,
Theodorus,,Person,Yule,
Theodosius the Great,,FALSE,Yule,
Theophilus,,Person,Yule,
Thian Shan,,Person,Yule,
Thiantï¿½-Kiun,, ,Yule,
Thibet,,Location,Murray,
Thin lï¿½Evï¿½que,, ,Yule,
Tholoman,,Location,Yule,
Thomas,,FALSE,Yule,
Thread,,FALSE,Yule,
Three kingdoms (Sanï¿½Kwï¿½),, ,Yule,
Threshold,,FALSE,Yule,
Thurï¿½n Shahï¿½s History of Hormuz,, ,Yule,
Thï¿½venot,, ,Yule,
Ti-min-gui,King-te-ching,Location,Murray,
Tibet,Tebet,Location,Yule,
Tibetan language and character,,FALSE,Yule,
Tibetans,,FALSE,Yule,
Tides in Hang-chau estuary,,FALSE,Yule,
Tierce,,FALSE,Yule,
Tiflis,,FALSE,Yule,
Tigado,,Location,Yule,
Tigers (called lions by Polo,,FALSE,Yule,
Tigris River (Volga,,Location,Yule,
Tigï¿½dar (Acomat Soldan),, ,Yule,
Tiju,,FALSE,Yule,
Tiles,,FALSE,Yule,
Tiling,,FALSE,Yule,
Tilinga,,FALSE,Yule,
Timur of Toumen,,Person,Yule,
Timur the Great,,FALSE,Yule,
Timurids,,FALSE,Yule,
Tin-gui,,Location,Murray,
Ting,,FALSE,Yule,
Tinju,,FALSE,Yule,
Tinnevelly,,FALSE,Yule,
Tithe on clothing material,,FALSE,Yule,
Tithing men,,FALSE,Yule,
Titus,,Person,Yule,
Tjajya,,FALSE,Yule,
Toba race,,FALSE,Yule,
Toc-tai,,Person,Murray,
Toctai,,Person,Yule,
Tod,,Person,Yule,
Toddy,,FALSE,Yule,
Togan,,FALSE,Yule,
Toghontemur,,Person,Yule,
Toghrul I,,Person,Yule,
Togrul Wang Khan,,Person,Yule,
Toka Tumir,,FALSE,Yule,
Toktai Khan (Toctai,,Person,Yule,
Tokï¿½t,, ,Yule,
Tolan-nur (Dolonnï¿½r),, ,Yule,
Toleto,,Person,Yule,
Tolobuga,,FALSE,Yule,
Toman (Tuman,,FALSE,Yule,
Tongking,,FALSE,Yule,
Tonocain,Daumghann,Location,Murray,
Tooth-relique of Buddha,,FALSE,Yule,
Torchi,,FALSE,Yule,
Toris ,"Tauris,Tabreez",Location,Murray,
Tornesel,,FALSE,Yule,
Toro River,,Person,Yule,
Torshok,,FALSE,Yule,
Torture by constriction in raw hide,,FALSE,Yule,
Tournefort,,FALSE,Yule,
Tower and Bell Alarm at Peking,,FALSE,Yule,
Toyan (Tathung?),,FALSE,Yule,
Trade at Layas,,FALSE,Yule,
Trades in Manzi,,FALSE,Yule,
Transmigration,,FALSE,Yule,
Traps for fur animals,,FALSE,Yule,
Travancore,,FALSE,Yule,
Travellers,,Organization,Murray,
Treasure of Maabar kings,,FALSE,Yule,
Trebizond,,Location,Yule,
Trebuchets,,FALSE,Yule,
Trees,,FALSE,Yule,
Trench,,FALSE,Yule,
Trevisano,,FALSE,Yule,
Trincomalee,,FALSE,Yule,
Tringano,,FALSE,Yule,
Trinkat,,Person,Yule,
Tsin-tsun,,FALSE,Yule,
Tsiuan-chau,,FALSE,Yule,
Tsongkhapa,,FALSE,Yule,
Tsukuzi in Japan,,FALSE,Yule,
Tsung-ngan-hien,,FALSE,Yule,
Tsushima,,Location,Yule,
Tsï¿½uan-chou,, ,Yule,
Tu Tï¿½song,, ,Yule,
Tu-fan,,Location,Yule,
Tu-ku-hun,,FALSE,Yule,
Tuan,,Person,Yule,
Tudai,,Person,Yule,
Tudaiï¿½Mangku (Totamangu or Totamangul),, ,Yule,
Tughan,,Person,Yule,
Tughlak Shah,,Person,Yule,
Tuktuyai Khan,,Person,Yule,
Tuli,,Person,Yule,
Tuman,,FALSE,Yule,
Tumba,,FALSE,Yule,
Tun-o-kain (Tunocain,,Location,Yule,
Tung-chau (Tinju),,FALSE,Yule,
Tung-hwang-hien,,FALSE,Yule,
Tung-kwan,,Location,Yule,
Tung-ï¿½an in Fokien,, ,Yule,
Tunguses,,FALSE,Yule,
Tunny fish,,FALSE,Yule,
Turbit (radex Turpethi),,FALSE,Yule,
Turcomania,Anatolian Turkey,Location,Yule,
Turgaut,,FALSE,Yule,
Turkestan,,Location,Murray,
Turkey,"Great Turkey,Turkestan",Location,Yule,
Turkistan chiefs send mission to kings of India,,FALSE,Yule,
Turkmans and Turks,,FALSE,Yule,
Turks,,Person,Yule,
Turmeric,,FALSE,Yule,
Turner,,Person,Yule,
Turquans,,FALSE,Yule,
Turquoises in Kermï¿½n,, ,Yule,
Turtle doves,,FALSE,Yule,
Turumpak,,FALSE,Yule,
Tutia (Tutty,,FALSE,Yule,
Tuticorin,,FALSE,Yule,
Tver,,FALSE,Yule,
Twelve,,FALSE,Yule,
Twigs or arrows,,FALSE,Yule,
Tylor,,Person,Yule,
Tyuman,,FALSE,Yule,
Tyunju,,FALSE,Yule,
Tzarev,,FALSE,Yule,
Tzaritzyn,,FALSE,Yule,
Tï¿½ai Tsung,, ,Yule,
Tï¿½aiching-Kwan,, ,Yule,
Tï¿½ang dynasty,, ,Yule,
Tï¿½ki-uddin,, ,Yule,
Tï¿½n,, ,Yule,
Tï¿½nasi cloth,, ,Yule,
Tï¿½nkï¿½z Khan,, ,Yule,
Tï¿½sang-chau,, ,Yule,
Tï¿½sh Kurgï¿½n,, ,Yule,
Tï¿½si-nan-fu (Chinangli),, ,Yule,
Tï¿½si-ning-chau,, ,Yule,
Tï¿½sien Tï¿½ang River,, ,Yule,
Tï¿½sing-chau,, ,Yule,
Tï¿½sing-ling range,, ,Yule,
U-man and Pe-man (Black and White Barbarians),,FALSE,Yule,
U-nya-Mwezi superstition,,FALSE,Yule,
Ucaca (Ukak,,FALSE,Yule,
Uch-baligh,,FALSE,Yule,
Uchï¿½Multï¿½n,, ,Yule,
Udoe country,,FALSE,Yule,
Udong,,FALSE,Yule,
Udyï¿½na,, ,Yule,
Ughim,,Location,Murray,
Ughuz,,Location,Yule,
Uighï¿½r character,, ,Yule,
Uighï¿½rs,, ,Yule,
Uiraca,,FALSE,Yule,
Uirad,,FALSE,Yule,
Ujjain,,FALSE,Yule,
Ukak. (See Ucaca.),,FALSE,Yule,
Ulakhai,,FALSE,Yule,
Ulan Muren (Red River),,FALSE,Yule,
Ulatai (Oulatay),,Location,Yule,
Ulugh Bagh,,Person,Yule,
Ulï¿½s,, ,Yule,
Umbrellas,,FALSE,Yule,
Un-gui,Kia-hing,Location,Murray,
Un-quem,Ming-taing,Location,Murray,
Unc Can (Aung Khan),,Person,Yule,
Ung,,Location,Yule,
Ungrat (Kungurat),,Location,Yule,
Unicorn (Rhinoceros),,FALSE,Yule,
Unken,,Location,Yule,
Unlucky hours,,FALSE,Yule,
Ural river,,Location,Murray,
Urduja,,Person,Yule,
Uriangkadai,,FALSE,Yule,
Uriangkï¿½t (Tunguses),, ,Yule,
Urianhai,,FALSE,Yule,
Urumtsi,,FALSE,Yule,
Urzï¿½,, ,Yule,
Uspenskoye (called also Bolgarskoye),,FALSE,Yule,
Uttungadeva,,Person,Yule,
Uwek,,FALSE,Yule,
Uzbeg Khan of Sarai,,Person,Yule,
Uzbegs of Kunduz,,FALSE,Yule,
Uzun Tati,,FALSE,Yule,
Vair,,FALSE,Yule,
Valaghir district,,FALSE,Yule,
Van Lake,,FALSE,Yule,
Vanchu (Wangchu),,FALSE,Yule,
Varaegian,,FALSE,Yule,
Varaha Mihira,,Person,Yule,
Vardoj River,,Location,Yule,
Varsach,,Location,Yule,
Veil of the Temple,,FALSE,Yule,
Vellalars,,FALSE,Yule,
Venetians,,FALSE,Yule,
Venice,,Location,Murray,Yule
Ventilators at Hormuz,,FALSE,Yule,
Venï¿½dan,, ,Yule,
Verlinden,,FALSE,Yule,
Vessels,,FALSE,Yule,
Vial,,FALSE,Yule,
Vijayanagar,,Location,Yule,
Vikramajit,,FALSE,Yule,
Vikrampï¿½r,, ,Yule,
Villard de Honnecourt,,FALSE,Yule,
Vincent of Beauvais,,FALSE,Yule,
Vincenzo,,FALSE,Yule,
Vineyards,,FALSE,Yule,
Vinson,,Person,Yule,
Virgin of Cape Comorin,,FALSE,Yule,
Visconti,,FALSE,Yule,
Vissering,,FALSE,Yule,
Vochan (Unchan),,Location,Yule,
Vociam,,Location,Murray,
Vokhan,,Location,Yule,
Vokhan (Wakhan),,Location,Murray,
Volga,,FALSE,Yule,
Volga river,,Location,Murray,
Vos,,Location,Yule,
Vughin,,FALSE,Yule,
Vuju in Kiangnan,,FALSE,Yule,
Vï¿½mbï¿½ry,, ,Yule,
Wa-tzu,,FALSE,Yule,
Wadoe tribe,,Location,Yule,
Wakf,,FALSE,Yule,
Wakhijrui Pass,,Location,Yule,
Wakhjï¿½r Pass,, ,Yule,
Wakhsh,,FALSE,Yule,
Wakhtang II,,Person,Yule,
Wakhï¿½n (Vokhan,, ,Yule,
Walashjird,,FALSE,Yule,
Waldshut,,,Murray,
Wall of Alexander (or Caucasian),,FALSE,Yule,
Wallachs,,FALSE,Yule,
Walnut-oil,,FALSE,Yule,
Wami River,,Location,Yule,
Wang,,Person,Yule,
Wangchu,,FALSE,Yule,
Wapila,,FALSE,Yule,
War vessels,,FALSE,Yule,
Warangol Ku,,FALSE,Yule,
Warangs,,FALSE,Yule,
Warner,,Person,Yule,
Wassï¿½f,, ,Yule,
Water,,FALSE,Yule,
Wathek,,FALSE,Yule,
Weather-conjuring,,FALSE,Yule,
Wei River in Shen-si,,Location,Yule,
Wei dynasty,,FALSE,Yule,
Wei-ning,,FALSE,Yule,
Weights and measures,,FALSE,Yule,
Wen River,,Location,Yule,
Wen-chow,,FALSE,Yule,
Westermarck,,FALSE,Yule,
Whale oil,,FALSE,Yule,
Whales,,FALSE,Yule,
Wheaten bread not eaten,,FALSE,Yule,
White bears,,FALSE,Yule,
Whittington and his cat in Persia,,FALSE,Yule,
Wild asses and oxen,,FALSE,Yule,
William of Tripoli,,Person,Yule,
Williams,,Person,Yule,
Williamson,,Person,Yule,
Wilson,,Person,Yule,
Wind,,FALSE,Yule,
Wine,,FALSE,Yule,
Wo-fo-sze,,FALSE,Yule,
Wolves in Pamir,,FALSE,Yule,
Women,,FALSE,Yule,
Wonders performed by the Bacsi,,FALSE,Yule,
Wood,,Person,Yule,
Wood-oil,,FALSE,Yule,
Wool,,FALSE,Yule,
Worship of Mahomet (supposed),,FALSE,Yule,
Worshipping the tablets,,FALSE,Yule,
Wu-chau (Vuju),,FALSE,Yule,
Wu-ti,,Person,Yule,
Wukiang-hien (Vughin),,FALSE,Yule,
Wylie,,Person,Yule,
Wï¿½sus,, ,Yule,
Xavier,,FALSE,Yule,
Xerxes,,FALSE,Yule,
Ya-chau,,FALSE,Yule,
Yachi (Yun-nan-fu),,Location,Yule,
Yaci,Chiaki,Location,Murray,
Yaik River,,Location,Yule,
Yak (dong),,FALSE,Yule,
Yakuts,,FALSE,Yule,
Yalung River,,Location,Yule,
Yam,,FALSE,Yule,
Yamgï¿½n,, ,Yule,
Yan-gui,Yang-tcheou-fou,Location,Murray,
Yang-chau (Yanju),,Person,Yule,
Yang-tse-kiang ,Kiang,Location,Murray,
Yarbeg of Badakhshan,,FALSE,Yule,
Yarcan,Yarcund,Location,Murray,
Yarcund,,Location,Murray,
Yarkand (Yarcan),,FALSE,Yule,
Yasdi,"Yerd,Yezd",Location,Murray,
Yasodhara,,Person,Yule,
Yavanas,,FALSE,Yule,
Yazdashir,,FALSE,Yule,
Yaï¿½kï¿½b Beg of Kasghar,, ,Yule,
Ydifu,,FALSE,Yule,
Year,,FALSE,Yule,
Yelimala,,FALSE,Yule,
Yeliu Chutsai,,FALSE,Yule,
Yellow,,FALSE,Yule,
Yemen (See also Aden.),,FALSE,Yule,
Yen-king (Old Peking),,FALSE,Yule,
Yeng-chau (in Shan-tung,,FALSE,Yule,
Yeng-chau (in Shan-tung),,FALSE,Yule,
Yenshan,,FALSE,Yule,
Yenï¿½Ping,, ,Yule,
Yesubuka,,FALSE,Yule,
Yesudar,,FALSE,Yule,
Yesugai,,Person,Yule,
Yetsina (Etzina),,FALSE,Yule,
Yezd (Yasdi),,FALSE,Yule,
Yiu-ki River,,FALSE,Yule,
Yonting Ho River,,FALSE,Yule,
Yoritomo,,FALSE,Yule,
Yotkï¿½n,, ,Yule,
Youth,,Location,Yule,
Yrac,,Location,Yule,
Ysemain of Hiulie,,Person,Yule,
Yu,,FALSE,Yule,
Yu-chow,,Location,Yule,
Yuan Ho,,FALSE,Yule,
Yue-chi,,FALSE,Yule,
Yuen,,Organization,Yule,
Yuen ming-yuen,,Location,Yule,
Yuen shi,,FALSE,Yule,
Yuen-hao,,Location,Yule,
Yugria,,Location,Yule,
Yuh-shan,,FALSE,Yule,
Yule,,Person,Yule,
Yun-nan (Carajan),,Location,Yule,
Yun-nan-fu city,,Location,Yule,
Yung Lo,,Person,Yule,
Yung-chang fu (Shen-si),,FALSE,Yule,
Yunï/Hien,, ,Yule,
Yurungkï¿½sh (white Jade) River,, ,Yule,
Yusuf Kekfi,,FALSE,Yule,
Yuthia,,Location,Yule,
Yvo of Narbonne,,FALSE,Yule,
Yï¿½jï¿½,, ,Yule,
Zabedj,,FALSE,Yule,
Zai-tun,Amoy,Location,Murray,
Zaila,,FALSE,Yule,
Zampa,,FALSE,Yule,
Zanghibar (Zangibar),,Location,Yule,
Zanghibar (Zanguebar),,Location,Murray,
Zanton (Shantung?),,FALSE,Yule,
Zanzale,,Organization,Yule,
Zapharan,,Location,Yule,
Zardandan,,FALSE,Yule,
Zarneke,,FALSE,Yule,
Zayton,,Location,Yule,
Zebu,,FALSE,Yule,
Zebï¿½k Valley,, ,Yule,
Zedoary,,FALSE,Yule,
Zenghi,,FALSE,Yule,
Zerms (Jerms),,FALSE,Yule,
Zerumbet,,FALSE,Yule,
Zettani,,FALSE,Yule,
Zhafar,,Location,Yule,
Zic (Circassia),,FALSE,Yule,
Zikas,,FALSE,Yule,
Zimmï¿½,, ,Yule,
Zinc,,FALSE,Yule,
Zinj,,FALSE,Yule,
Zipangu (Japan),,,Murray,
Zobeidah,,Person,Yule,
Zorza,,FALSE,Yule,
Zu-ï¿½lkarnain (Zulcarniain),, ,Yule,
Zurficar (Zï¿½rpica Zulficar),, ,Yule,
an soe the Pope,,,Murray,
Ábah,, ,Yule,
An-nan,, or Tongking, ,Yule
Angka(Gryphon),, ,Yule,
Apuhota (Kapukada?),, ,Yule,
